ts,text,reason,sentiment,urgency,aspects
2025-08-15T00:22:59,The item was broken and I want a refund — stopped working,negative_high_urgency,negative,high,quality
2025-08-15T00:16:49,"Excellent quality, I loved it — late delivery",negative_high_urgency,negative,high,quality|shipping
2025-08-15T00:49:11,The item was broken and I want a refund — great price,negative_high_urgency,negative,high,price|quality
2025-08-15T00:00:57,"Excellent quality, I loved it — late delivery",negative_high_urgency,negative,high,quality|shipping
2025-08-15T00:11:43,The item was broken and I want a refund — poor quality,negative_high_urgency,negative,high,quality
2025-08-15T00:04:39,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-15T01:47:04,The item was broken and I want a refund — fast shipping,negative_high_urgency,negative,high,quality|shipping
2025-08-15T01:20:51,Arrived late and box was damaged — on-time delivery,negative_high_urgency,negative,high,shipping
2025-08-15T02:30:58,Arrived late and box was damaged — damaged packaging,negative_high_urgency,negative,high,
2025-08-15T02:40:00,Arrived late and box was damaged — overpriced,negative_high_urgency,negative,high,price
2025-08-15T02:09:13,Arrived late and box was damaged — fast shipping,negative_high_urgency,negative,high,shipping
2025-08-15T02:34:11,Arrived late and box was damaged — feels solid,negative_high_urgency,negative,high,
2025-08-15T02:58:01,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-15T02:36:23,The item was broken and I want a refund — too expensive,negative_high_urgency,negative,high,price|quality
2025-08-15T03:05:34,Arrived late and box was damaged — on-time delivery,negative_high_urgency,negative,high,shipping
2025-08-15T03:34:52,The item was broken and I want a refund — slow courier,negative_high_urgency,negative,high,quality|shipping
2025-08-15T04:27:18,Fast delivery and well packed — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T04:32:32,Arrived late and box was damaged — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T04:21:59,The item was broken and I want a refund — defective unit,negative_high_urgency,negative,high,quality
2025-08-15T04:04:44,The item was broken and I want a refund,negative_high_urgency,negative,high,quality
2025-08-15T04:30:05,The item was broken and I want a refund — excellent build,negative_high_urgency,negative,high,quality
2025-08-15T05:39:06.663489,The product arrived late and the quality was terrible,negative_high_urgency,negative,high,quality
2025-08-15T05:39:06.704625,The packaging was damaged and the item was broken,negative_high_urgency,negative,high,quality
2025-08-14T17:16:29,The item was broken and I want a refund — late delivery,negative_high_urgency,negative,high,quality|shipping
2025-08-14T17:10:40,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T17:47:11,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T17:01:33,Amazing battery life — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T17:03:21,The item was broken and I want a refund — feels solid,negative_high_urgency,negative,high,quality
2025-08-14T17:28:37,Arrived late and box was damaged — cheap build for the price,negative_high_urgency,negative,high,price
2025-08-14T18:11:16,The item was broken and I want a refund — excellent build,negative_high_urgency,negative,high,quality
2025-08-14T18:33:27,Arrived late and box was damaged — poor quality,negative_high_urgency,negative,high,quality
2025-08-14T18:40:50,The item was broken and I want a refund,negative_high_urgency,negative,high,quality
2025-08-14T18:40:23,The item was broken and I want a refund — great price,negative_high_urgency,negative,high,price|quality
2025-08-14T18:29:44,The item was broken and I want a refund — worth the cost,negative_high_urgency,negative,high,price|quality
2025-08-14T19:07:51,The item was broken and I want a refund — too expensive,negative_high_urgency,negative,high,price|quality
2025-08-14T19:32:43,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T19:06:34,Arrived late and box was damaged — feels solid,negative_high_urgency,negative,high,
2025-08-14T20:03:56,The item was broken and I want a refund — defective unit,negative_high_urgency,negative,high,quality
2025-08-14T20:53:01,It works as expected — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T20:03:21,Arrived late and box was damaged — feels solid,negative_high_urgency,negative,high,
2025-08-14T20:58:02,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T21:06:13,Camera is fantastic — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T21:45:38,Great value for the price — late delivery,negative_high_urgency,negative,high,price|shipping
2025-08-14T22:27:52,Arrived late and box was damaged — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T22:42:31,The item was broken and I want a refund — on-time delivery,negative_high_urgency,negative,high,quality|shipping
2025-08-14T22:44:36,Arrived late and box was damaged — too expensive,negative_high_urgency,negative,high,price
2025-08-14T22:24:21,Arrived late and box was damaged — overpriced,negative_high_urgency,negative,high,price
2025-08-14T23:10:05,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T23:38:35,Battery dies quickly — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T23:15:00,The item was broken and I want a refund — fast shipping,negative_high_urgency,negative,high,quality|shipping
2025-08-14T23:34:58,Arrived late and box was damaged — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T23:59:56,Great value for the price — late delivery,negative_high_urgency,negative,high,price|shipping
2025-08-14T23:15:56,The item was broken and I want a refund — defective unit,negative_high_urgency,negative,high,quality
2025-08-14T23:28:32,Amazing battery life — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T00:46:19,The item was broken and I want a refund — excellent build,negative_high_urgency,negative,high,quality
2025-08-15T00:29:55,Arrived late and box was damaged — poor quality,negative_high_urgency,negative,high,quality
2025-08-15T00:46:15,Arrived late and box was damaged — overpriced,negative_high_urgency,negative,high,price
2025-08-15T00:09:39,Great value for the price — late delivery,negative_high_urgency,negative,high,price|shipping
2025-08-15T01:41:18,It works as expected — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T01:51:59,The item was broken and I want a refund — overpriced,negative_high_urgency,negative,high,price|quality
2025-08-15T01:04:27,Great value for the price — late delivery,negative_high_urgency,negative,high,price|shipping
2025-08-15T01:44:00,Fast delivery and well packed — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T01:12:33,Poor camera quality — late delivery,negative_high_urgency,negative,high,quality|shipping
2025-08-15T01:10:55,The item was broken and I want a refund — overpriced,negative_high_urgency,negative,high,price|quality
2025-08-15T02:53:17,The item was broken and I want a refund — slow courier,negative_high_urgency,negative,high,quality|shipping
2025-08-15T02:09:51,The item was broken and I want a refund — fast shipping,negative_high_urgency,negative,high,quality|shipping
2025-08-15T02:25:50,Amazing battery life — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T03:20:25,Arrived late and box was damaged — too expensive,negative_high_urgency,negative,high,price
2025-08-15T03:02:56,Arrived late and box was damaged — defective unit,negative_high_urgency,negative,high,quality
2025-08-15T04:19:19,Amazing battery life — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T04:52:19,Arrived late and box was damaged — too expensive,negative_high_urgency,negative,high,price
2025-08-15T04:39:02,Great value for the price — late delivery,negative_high_urgency,negative,high,price|shipping
2025-08-15T04:33:45,The item was broken and I want a refund,negative_high_urgency,negative,high,quality
2025-08-15T05:43:23.696196,The product arrived late and the quality was terrible,negative_high_urgency,negative,high,quality
2025-08-15T05:43:23.733829,The packaging was damaged and the item was broken,negative_high_urgency,negative,high,quality
2025-08-14T18:05:22,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T18:57:02,Fast delivery and well packed — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T18:52:57,Arrived late and box was damaged — damaged packaging,negative_high_urgency,negative,high,
2025-08-14T19:59:04,Amazing battery life — late delivery,negative_high_urgency,negative,high,shipping
2025-08-14T19:48:35,Arrived late and box was damaged — defective unit,negative_high_urgency,negative,high,quality
2025-08-14T19:40:53,The item was broken and I want a refund — feels solid,negative_high_urgency,negative,high,quality
2025-08-14T20:21:21,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T20:17:50,Arrived late and box was damaged — great price,negative_high_urgency,negative,high,price
2025-08-14T20:07:25,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T21:46:04,Arrived late and box was damaged — stopped working,negative_high_urgency,negative,high,
2025-08-14T21:49:12,Arrived late and box was damaged — fast shipping,negative_high_urgency,negative,high,shipping
2025-08-14T22:44:50,The item was broken and I want a refund — fast shipping,negative_high_urgency,negative,high,quality|shipping
2025-08-14T22:14:03,The item was broken and I want a refund,negative_high_urgency,negative,high,quality
2025-08-14T22:15:39,The item was broken and I want a refund — damaged packaging,negative_high_urgency,negative,high,quality
2025-08-14T23:16:22,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-14T23:20:13,Arrived late and box was damaged — stopped working,negative_high_urgency,negative,high,
2025-08-14T23:36:51,The item was broken and I want a refund — defective unit,negative_high_urgency,negative,high,quality
2025-08-14T23:39:15,Arrived late and box was damaged — too expensive,negative_high_urgency,negative,high,price
2025-08-14T23:15:50,Camera is fantastic — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T00:46:35,Amazing battery life — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T00:07:20,The item was broken and I want a refund — on-time delivery,negative_high_urgency,negative,high,quality|shipping
2025-08-15T00:55:37,The item was broken and I want a refund — feels solid,negative_high_urgency,negative,high,quality
2025-08-15T00:50:54,The item was broken and I want a refund — feels solid,negative_high_urgency,negative,high,quality
2025-08-15T00:35:24,The item was broken and I want a refund — too expensive,negative_high_urgency,negative,high,price|quality
2025-08-15T00:18:05,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-15T00:45:56,Arrived late and box was damaged — stopped working,negative_high_urgency,negative,high,
2025-08-15T00:22:40,Arrived late and box was damaged,negative_high_urgency,negative,high,
2025-08-15T01:45:06,The item was broken and I want a refund — excellent build,negative_high_urgency,negative,high,quality
2025-08-15T01:05:38,The item was broken and I want a refund — poor quality,negative_high_urgency,negative,high,quality
2025-08-15T01:27:28,Arrived late and box was damaged — poor quality,negative_high_urgency,negative,high,quality
2025-08-15T01:15:01,Arrived late and box was damaged — stopped working,negative_high_urgency,negative,high,
2025-08-15T01:09:44,Arrived late and box was damaged — cheap build for the price,negative_high_urgency,negative,high,price
2025-08-15T02:59:18,Arrived late and box was damaged — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T02:40:09,Arrived late and box was damaged — overpriced,negative_high_urgency,negative,high,price
2025-08-15T02:33:16,The item was broken and I want a refund — damaged packaging,negative_high_urgency,negative,high,quality
2025-08-15T02:09:57,Arrived late and box was damaged — overpriced,negative_high_urgency,negative,high,price
2025-08-15T03:09:20,Poor camera quality — late delivery,negative_high_urgency,negative,high,quality|shipping
2025-08-15T03:36:03,The item was broken and I want a refund — fast shipping,negative_high_urgency,negative,high,quality|shipping
2025-08-15T03:32:45,Arrived late and box was damaged — poor quality,negative_high_urgency,negative,high,quality
2025-08-15T03:57:13,Arrived late and box was damaged — overpriced,negative_high_urgency,negative,high,price
2025-08-15T03:35:13,The item was broken and I want a refund,negative_high_urgency,negative,high,quality
2025-08-15T04:29:45,Arrived late and box was damaged — too expensive,negative_high_urgency,negative,high,price
2025-08-15T04:45:07,Poor camera quality — late delivery,negative_high_urgency,negative,high,quality|shipping
2025-08-15T04:19:57,Battery dies quickly — late delivery,negative_high_urgency,negative,high,shipping
2025-08-15T06:08:37.837336Z,Batería dura poco,negative,high,umbral de alerta,batería|duración
2025-08-15T06:10:24.464658Z,Batería dura poco,negative,high,umbral de alerta,batería|duración
2025-08-15T07:18:32.097686Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:32.137357Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:18:32.194439Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:32.485589Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:32.516345Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:32.540742Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:18:32.996747Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:18:33.069879Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:18:33.098604Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:33.207373Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:18:33.440930Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:18:33.616393Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:33.642680Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:18:33.663154Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:33.958415Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:18:34.007071Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:18:34.056829Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:34.095669Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:34.114378Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:18:34.153822Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:18:34.209888Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:34.296851Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:18:34.445057Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:18:34.464684Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:18:34.657060Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:34.836721Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:35.003565Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:18:35.214584Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:35.274613Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:18:35.321482Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:35.558712Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:35.587982Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:35.924917Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:35.964321Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:18:36.207903Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:18:36.321245Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:36.343109Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:36.363733Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:18:36.499552Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:18:36.625101Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:18:36.657217Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:49:39.209530Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:39.256349Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:49:39.302880Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:39.732922Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:39.770511Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:39.809705Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:49:40.422891Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:49:40.481093Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:49:40.519942Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:40.688581Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:49:41.012514Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:49:41.240419Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:41.287437Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:49:41.310357Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:41.581867Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:49:41.673326Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:49:41.727844Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:41.794536Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:41.814551Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:49:41.923095Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:49:42.010264Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:42.186374Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:49:42.358798Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:49:42.388030Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:49:42.587093Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:42.786394Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:43.060239Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:49:43.284985Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:43.347016Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:49:43.417662Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:43.670470Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:43.697664Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:44.104539Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:44.166204Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:49:44.489258Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:49:44.653752Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:44.677555Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:44.707253Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:49:44.846756Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:49:44.969185Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:49:45.001856Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:54:26.717153Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:26.762814Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:54:26.817960Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:27.218675Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:27.260820Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:27.304560Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:54:27.866997Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:54:27.948418Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:54:27.984545Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:28.123445Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:54:28.466404Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:54:28.665156Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:28.704716Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:54:28.731893Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:29.028105Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:54:29.118710Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:54:29.173906Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:29.286681Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:29.320925Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:54:29.417313Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:54:29.491223Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:29.651703Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:54:29.839478Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:54:29.875835Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T07:54:30.075017Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:30.234373Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:30.460908Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T07:54:30.800982Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:30.905196Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:54:30.984749Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:31.297129Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:31.356143Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:31.822219Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:31.878483Z,negativo/alto,negative,high,umbral auto,
2025-08-15T07:54:32.185751Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T07:54:32.301739Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:32.328684Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:32.367503Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T07:54:32.500245Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T07:54:32.628497Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T07:54:32.656784Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T08:16:39.529017Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:39.576491Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T08:16:39.612356Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:39.928632Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:39.966844Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:39.992397Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T08:16:40.616093Z,negativo/alto,negative,high,umbral auto,
2025-08-15T08:16:40.690855Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T08:16:40.731176Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:40.892387Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T08:16:41.164384Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T08:16:41.425505Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:41.458819Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T08:16:41.498188Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:41.840469Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T08:16:41.951951Z,negativo/alto,negative,high,umbral auto,
2025-08-15T08:16:41.992550Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:42.032481Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:42.050476Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T08:16:42.093291Z,negativo/alto,negative,high,umbral auto,
2025-08-15T08:16:42.170747Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:42.275269Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T08:16:42.487930Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T08:16:42.513571Z,negativo/alto,negative,high,umbral auto,precio|calidad
2025-08-15T08:16:42.752489Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:43.022098Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:43.239232Z,negativo/alto,negative,high,umbral auto,calidad|envío
2025-08-15T08:16:43.678854Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:43.863313Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T08:16:44.075993Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:44.802699Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:44.841290Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:45.761742Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:45.846642Z,negativo/alto,negative,high,umbral auto,
2025-08-15T08:16:46.298324Z,negativo/alto,negative,high,umbral auto,calidad
2025-08-15T08:16:46.459646Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:46.516952Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:46.568348Z,negativo/alto,negative,high,umbral auto,precio|envío
2025-08-15T08:16:46.792776Z,negativo/alto,negative,high,umbral auto,envío
2025-08-15T08:16:47.017760Z,negativo/alto,negative,high,umbral auto,precio|calidad|envío
2025-08-15T08:16:47.051702Z,negativo/alto,negative,high,umbral auto,precio|calidad
